image_path,target
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K32.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ173.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P12.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja177.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ98.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L103.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ121.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever87.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B44.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\A\A31.jpg,0.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T157.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DJ\DJ193.jpg,10.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E84.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki127.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH208.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje126.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\D\D148.jpg,9.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B200.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH28.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U46.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L107.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa67.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L20.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto145.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin178.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B126.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Fizika\Fizika59.jpg,16.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ153.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst13.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu42.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G72.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka120.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Fizika\Fizika110.jpg,16.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z140.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst207.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto190.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki38.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH102.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja128.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M146.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa6.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K43.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja197.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH55.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa88.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Agol\Agol161.jpg,1.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B121.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L146.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ150.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R84.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S199.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\ZH\ZH208.jpg,54.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon18.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ162.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F159.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Pritisok\Pritisok16.jpg,36.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G48.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje90.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U36.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka133.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst6.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ192.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH74.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V18.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Korona\Korona94.jpg,24.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E126.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H91.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH167.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto111.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\ZH\ZH125.jpg,54.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Korona\Korona60.jpg,24.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L171.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\C\C0.jpg,5.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G56.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T1.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H158.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica76.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ24.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka124.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica120.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F134.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z90.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje149.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Valkano\Valkano181.jpg,51.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M190.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F161.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin74.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U42.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Pritisok\Pritisok115.jpg,36.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst121.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Valkano\Valkano43.jpg,51.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto174.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu193.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\N\N149.jpg,31.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon125.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\C\C192.jpg,5.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E182.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H33.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ118.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka191.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K161.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V126.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E81.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R169.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S181.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z204.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Pritisok\Pritisok30.jpg,36.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Jas\Jas74.jpg,20.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka104.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever6.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever11.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ173.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P102.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH197.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Agol\Agol112.jpg,1.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z23.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje88.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir59.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L161.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst123.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja112.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst47.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu56.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica133.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Jas\Jas32.jpg,20.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Delenje\Delenje98.jpg,12.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L40.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu114.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sin\Sin39.jpg,44.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B133.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst24.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L155.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V180.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U5.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R204.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost59.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH91.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DJ\DJ46.jpg,10.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Fizika\Fizika106.jpg,16.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U164.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S39.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V169.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost134.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S70.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ75.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F189.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\A\A118.jpg,0.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G94.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir174.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S136.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G175.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L65.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R160.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever50.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S151.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\ZH\ZH1.jpg,54.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa179.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\I\I46.jpg,19.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost85.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Delenje\Delenje128.jpg,12.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir33.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M125.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E10.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ29.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst169.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\N\N87.jpg,31.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica160.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob86.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M142.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\N\N126.jpg,31.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Jas\Jas106.jpg,20.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka108.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Peperutka\Peperutka137.jpg,35.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH122.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin14.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ189.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M198.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje145.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z8.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B61.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G22.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V67.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U51.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U107.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH34.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\ZH\ZH110.jpg,54.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica77.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Pritisok\Pritisok189.jpg,36.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H127.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F1.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja89.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica118.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\D\D123.jpg,9.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa1.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DJ\DJ64.jpg,10.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P93.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica20.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M160.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost10.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Valkano\Valkano55.jpg,51.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ147.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Fizika\Fizika62.jpg,16.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica200.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ72.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje100.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\A\A65.jpg,0.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Delenje\Delenje104.jpg,12.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa60.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T153.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Centar\Centar174.jpg,7.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa142.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto33.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ206.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon21.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Delenje\Delenje190.jpg,12.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Valkano\Valkano86.jpg,51.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ67.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\A\A191.jpg,0.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob203.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\I\I202.jpg,19.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ28.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DJ\DJ100.jpg,10.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja92.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R135.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja128.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F94.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R120.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Centar\Centar28.jpg,7.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Delenje\Delenje55.jpg,12.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Korona\Korona144.jpg,24.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka175.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Korona\Korona65.jpg,24.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja31.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sida\Sida193.jpg,43.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja123.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon116.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K3.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje199.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ101.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje69.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja109.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ84.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja170.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje79.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F202.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki209.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa52.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH81.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ135.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H141.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja55.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K149.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst143.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki165.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu46.jpg,30.0
